match_id,season,date,match_type,venue,team1,team2,toss_winner,toss_decision,winner,win_by,win_margin,target_runs,team1_runs,team1_overs,team1_wickets,team1_run_rate,team2_runs,team2_overs,team2_wickets,team2_run_rate,t1_platinum,t1_diamond,t1_gold,t1_silver,t1_emerging,t1_supplementary,t2_platinum,t2_diamond,t2_gold,t2_silver,t2_emerging,t2_supplementary,season_winner
1354950,2023,10/03/2023,League,Rawalpindi Cricket Stadium,Peshawar Zalmi, Multan Sultans,Peshawar Zalmi,bat,Multan Sultans,wickets,4,243,244,19.1,6,12.73,242,20,6,12.1,1,2,0,2,2,4,1,2,2,2,1,3,Lahore Qalandars
1354951,2023,11/03/2023,League,Rawalpindi Cricket Stadium,Multan Sultans, Quetta Gladiators,Quetta Gladiators,field,Multan Sultans,runs,9,263,262,20,3,13.1,253,20,8,12.65,2,1,0,3,2,3,2,1,1,3,1,3,Lahore Qalandars
1354952,2023,12/03/2023,League,Rawalpindi Cricket Stadium,Peshawar Zalmi, Islamabad United,Islamabad United,field,Peshawar Zalmi,runs,13,180,179,20,8,8.95,166,19.4,10,8.44,0,1,1,3,2,4,2,3,2,1,1,2,Lahore Qalandars
1354953,2023,12/03/2023,League,"Gaddafi Stadium, Lahore",Karachi Kings, Lahore Qalandars,Karachi Kings,bat,Karachi Kings,runs,86,197,110,18.5,10,5.84,196,20,7,9.8,2,2,1,2,1,3,2,1,0,3,2,3,Lahore Qalandars
1354954,2023,15/03/2023,Qualifier,"Gaddafi Stadium, Lahore",Multan Sultans, Lahore Qalandars,Multan Sultans,bat,Multan Sultans,runs,84,161,76,14.3,10,5.24,160,20,5,8,2,2,2,0,1,4,1,1,0,3,2,4,Lahore Qalandars
1354955,2023,16/03/2023,Eliminator,"Gaddafi Stadium, Lahore",Peshawar Zalmi, Islamabad United,Islamabad United,field,Peshawar Zalmi,runs,12,184,183,20,8,9.15,171,20,6,8.55,1,2,1,3,1,3,2,2,3,1,0,3,Lahore Qalandars
1354956,2023,17/03/2023,Eliminator,"Gaddafi Stadium, Lahore",Peshawar Zalmi, Lahore Qalandars,Peshawar Zalmi,bat,Lahore Qalandars,wickets,4,172,176,18.5,6,9.35,171,20,5,8.55,2,1,2,0,1,5,1,2,1,3,1,3,Lahore Qalandars
1354957,2023,18/03/2023,Final,"Gaddafi Stadium, Lahore",Lahore Qalandars, Multan Sultans,Lahore Qalandars,bat,Lahore Qalandars,runs,1,201,199,20,8,9.95,200,20,6,10,1,1,0,3,2,4,2,1,2,0,1,5,Lahore Qalandars
1416472,2024,17/02/2024,League,"Gaddafi Stadium, Lahore",Lahore Qalandars, Islamabad United,Islamabad United,field,Islamabad United,wickets,8,196,195,20,5,9.75,200,18.2,2,10.91,1,1,0,0,1,7,0,0,0,0,1,8,Islamabad United
1416473,2024,18/02/2024,League,"Gaddafi Stadium, Lahore",Quetta Gladiators, Peshawar Zalmi,Peshawar Zalmi,field,Quetta Gladiators,runs,16,207,206,20,5,10.3,190,20,6,9.5,1,0,0,1,1,8,0,1,0,1,1,8,Islamabad United
1416474,2024,18/02/2024,League,Multan Cricket Stadium,Multan Sultans, Karachi Kings,Karachi Kings,field,Multan Sultans,runs,55,186,185,20,2,9.25,130,20,8,6.5,0,0,0,1,0,9,1,0,0,1,0,9,Islamabad United
1416475,2024,19/02/2024,League,"Gaddafi Stadium, Lahore",Lahore Qalandars, Quetta Gladiators,Lahore Qalandars,bat,Quetta Gladiators,wickets,5,188,188,19.1,5,9.81,187,20,7,9.35,1,0,0,1,1,8,1,1,0,0,1,8,Islamabad United
1416476,2024,20/02/2024,League,Multan Cricket Stadium,Islamabad United, Multan Sultans,Multan Sultans,field,Multan Sultans,wickets,5,145,144,20,10,7.2,145,19.5,5,7.31,0,0,0,0,1,10,0,0,0,1,1,9,Islamabad United
1416477,2024,21/02/2024,League,"Gaddafi Stadium, Lahore",Peshawar Zalmi, Karachi Kings,Karachi Kings,field,Karachi Kings,wickets,7,155,154,19.5,10,7.76,157,16.5,3,9.33,0,1,0,1,1,8,1,0,0,0,0,9,Islamabad United
1416478,2024,21/02/2024,League,Multan Cricket Stadium,Lahore Qalandars, Multan Sultans,Lahore Qalandars,bat,Multan Sultans,wickets,5,167,170,19,5,8.95,166,20,5,8.3,0,0,0,1,1,9,1,1,0,0,1,8,Islamabad United
1416479,2024,22/02/2024,League,"Gaddafi Stadium, Lahore",Islamabad United, Quetta Gladiators,Quetta Gladiators,field,Quetta Gladiators,wickets,3,139,138,20,9,6.9,139,18.2,7,7.58,0,0,0,0,1,10,1,0,0,1,1,8,Islamabad United
1416480,2024,23/02/2024,League,Multan Cricket Stadium,Peshawar Zalmi, Multan Sultans,Peshawar Zalmi,bat,Peshawar Zalmi,runs,5,180,174,20,10,8.7,179,20,8,8.95,0,0,0,1,1,9,0,1,1,2,0,7,Islamabad United
1416481,2024,24/02/2024,League,"Gaddafi Stadium, Lahore",Lahore Qalandars, Karachi Kings,Karachi Kings,field,Karachi Kings,wickets,2,176,175,20,6,8.75,176,20,8,8.8,1,1,0,1,1,7,1,0,0,0,0,10,Islamabad United
1416482,2024,25/02/2024,League,Multan Cricket Stadium,Multan Sultans, Quetta Gladiators,Quetta Gladiators,field,Multan Sultans,runs,13,181,180,20,4,9,167,20,9,8.35,0,0,0,3,0,8,1,0,0,2,1,7,Islamabad United
1416483,2024,25/02/2024,League,"Gaddafi Stadium, Lahore",Peshawar Zalmi, Lahore Qalandars,Lahore Qalandars,field,Peshawar Zalmi,runs,8,212,211,20,4,10.55,203,20,6,10.15,0,1,1,2,0,6,1,1,0,2,1,6,Islamabad United
1416484,2024,26/02/2024,League,"Gaddafi Stadium, Lahore",Peshawar Zalmi, Islamabad United,Islamabad United,field,Peshawar Zalmi,runs,8,202,201,20,5,10.05,193,20,9,9.65,0,1,1,2,0,7,0,0,0,0,1,10,Islamabad United
1416485,2024,27/02/2024,League,"Gaddafi Stadium, Lahore",Multan Sultans, Lahore Qalandars,Multan Sultans,bat,Multan Sultans,runs,60,215,154,17,10,9.06,214,20,4,10.7,1,1,0,0,1,8,0,0,0,3,0,8,Islamabad United
1416486,2024,28/02/2024,League,"National Stadium, Karachi",Karachi Kings, Islamabad United,Islamabad United,field,Islamabad United,wickets,7,166,165,20,5,8.25,169,18.3,3,9.14,1,0,0,1,0,9,0,0,0,0,1,7,Islamabad United
1416487,2024,29/02/2024,League,"National Stadium, Karachi",Karachi Kings, Quetta Gladiators,Quetta Gladiators,field,Quetta Gladiators,wickets,5,166,165,20,8,8.25,169,20,5,8.45,2,0,0,1,0,8,0,0,0,1,1,9,Islamabad United
1416490,2024,03/03/2024,League,"National Stadium, Karachi",Multan Sultans, Karachi Kings,Multan Sultans,bat,Multan Sultans,runs,20,190,169,20,7,8.45,189,20,3,9.45,2,0,0,0,0,9,0,0,0,2,0,8,Islamabad United
1416491,2024,04/03/2024,League,Rawalpindi Cricket Stadium,Islamabad United, Peshawar Zalmi,Peshawar Zalmi,field,Islamabad United,runs,29,197,196,20,4,9.8,167,20,9,8.35,0,0,0,0,1,10,0,0,0,2,1,8,Islamabad United
1416492,2024,05/03/2024,League,Rawalpindi Cricket Stadium,Peshawar Zalmi, Multan Sultans,Peshawar Zalmi,bat,Peshawar Zalmi,runs,4,205,200,20,5,10,204,20,5,10.2,0,0,0,2,0,9,0,1,1,1,0,8,Islamabad United
1416493,2024,06/03/2024,League,Rawalpindi Cricket Stadium,Quetta Gladiators, Karachi Kings,Karachi Kings,field,Karachi Kings,wickets,7,119,118,19.1,10,6.16,121,15.3,3,7.81,1,0,0,1,1,8,1,0,0,0,0,8,Islamabad United
1416494,2024,06/03/2024,League,Rawalpindi Cricket Stadium,Lahore Qalandars, Islamabad United,Islamabad United,field,Lahore Qalandars,runs,17,163,162,20,7,8.1,145,18.5,10,7.7,1,1,0,1,1,7,0,0,0,0,1,10,Islamabad United
1416495,2024,07/03/2024,League,Rawalpindi Cricket Stadium,Karachi Kings, Islamabad United,Islamabad United,field,Islamabad United,wickets,5,151,150,20,7,7.5,151,18.4,5,8.09,2,0,0,0,0,9,0,0,0,0,1,10,Islamabad United
1416496,2024,08/03/2024,League,Rawalpindi Cricket Stadium,Peshawar Zalmi, Quetta Gladiators,Quetta Gladiators,field,Peshawar Zalmi,runs,76,197,196,20,8,9.8,120,17.5,10,6.73,0,0,1,0,0,10,1,0,0,2,1,7,Islamabad United
1416497,2024,09/03/2024,League,"National Stadium, Karachi",Lahore Qalandars, Karachi Kings,Karachi Kings,field,Karachi Kings,wickets,3,178,177,20,5,8.85,179,20,7,8.95,1,0,0,1,1,8,1,0,0,2,0,8,Islamabad United
1416498,2024,10/03/2024,League,Rawalpindi Cricket Stadium,Multan Sultans, Islamabad United,Islamabad United,field,Islamabad United,wickets,3,229,228,20,4,11.4,232,20,7,11.6,0,0,0,2,1,7,0,0,0,0,1,10,Islamabad United
1416499,2024,10/03/2024,League,"National Stadium, Karachi",Lahore Qalandars, Quetta Gladiators,Lahore Qalandars,bat,Quetta Gladiators,wickets,6,167,169,20,4,8.45,166,20,4,8.3,1,0,0,1,1,7,0,1,0,0,1,9,Islamabad United
1416500,2024,11/03/2024,League,"National Stadium, Karachi",Peshawar Zalmi, Karachi Kings,Peshawar Zalmi,bat,Peshawar Zalmi,runs,2,148,145,20,5,7.25,147,20,6,7.35,1,0,0,2,0,8,0,0,2,0,0,9,Islamabad United
1416501,2024,12/03/2024,League,"National Stadium, Karachi",Multan Sultans, Quetta Gladiators,Quetta Gladiators,field,Multan Sultans,runs,79,186,185,20,4,9.25,106,15.5,10,6.69,0,0,0,3,1,7,1,0,0,2,1,7,Islamabad United
1416502,2024,14/03/2024,Qualifier,"National Stadium, Karachi",Peshawar Zalmi, Multan Sultans,Peshawar Zalmi,bat,Multan Sultans,wickets,7,147,147,18.3,3,7.95,146,20.1,7,7.24,0,0,0,2,1,8,0,0,0,1,0,10,Islamabad United
1416503,2024,15/03/2024,Eliminator,"National Stadium, Karachi",Islamabad United, Quetta Gladiators,Islamabad United,bat,Islamabad United,runs,39,175,135,18.4,10,7.23,174,20,9,8.7,1,0,0,2,1,7,0,0,0,0,1,10,Islamabad United
1416504,2024,16/03/2024,Eliminator,"National Stadium, Karachi",Peshawar Zalmi, Islamabad United,Islamabad United,field,Islamabad United,wickets,5,186,185,20,5,9.25,189,19,5,9.95,0,0,0,1,0,10,0,0,0,0,0,10,Islamabad United
1416505,2024,18/03/2024,Final,"National Stadium, Karachi",Multan Sultans, Islamabad United,Multan Sultans,bat,Islamabad United,wickets,2,160,163,20,8,8.15,159,20,9,7.95,0,0,0,0,1,10,0,0,0,2,1,8,Islamabad United
1475238,2025,11/04/2025,League,Rawalpindi Cricket Stadium,Lahore Qalandars, Islamabad United,Islamabad United,field,Islamabad United,wickets,8,140,139,19.2,10,7.19,143,17.4,2,8.09,2,2,2,1,0,4,2,1,0,0,0,6,Lahore Qalandars
1475239,2025,12/04/2025,League,Rawalpindi Cricket Stadium,Quetta Gladiators, Peshawar Zalmi,Peshawar Zalmi,field,Quetta Gladiators,runs,80,217,216,20,3,10.8,136,15.1,10,8.97,1,2,1,1,1,5,2,2,1,0,1,5,Lahore Qalandars
1475240,2025,12/04/2025,League,"National Stadium, Karachi",Multan Sultans, Karachi Kings,Karachi Kings,field,Karachi Kings,wickets,4,235,234,20,3,11.7,236,19.2,6,12.21,2,1,1,1,1,4,1,2,1,1,1,5,Lahore Qalandars
1475241,2025,13/04/2025,League,Rawalpindi Cricket Stadium,Lahore Qalandars, Quetta Gladiators,Quetta Gladiators,field,Lahore Qalandars,runs,79,220,219,20,6,10.95,140,16.2,10,8.57,2,2,2,2,0,3,1,2,1,1,1,5,Lahore Qalandars
1475242,2025,14/04/2025,League,Rawalpindi Cricket Stadium,Islamabad United, Peshawar Zalmi,Islamabad United,bat,Islamabad United,runs,102,244,141,18.2,10,7.69,243,20,5,12.15,2,2,1,0,1,5,2,2,0,0,1,6,Lahore Qalandars
1475243,2025,15/04/2025,League,"National Stadium, Karachi",Lahore Qalandars, Karachi Kings,Lahore Qalandars,bat,Lahore Qalandars,runs,65,202,136,19.1,10,7.1,201,20,6,10.05,1,2,1,1,1,5,2,2,2,2,0,3,Lahore Qalandars
1475244,2025,16/04/2025,League,Rawalpindi Cricket Stadium,Islamabad United, Multan Sultans,Multan Sultans,field,Islamabad United,runs,47,203,202,20,6,10.1,155,18.4,10,8.3,2,2,1,0,0,6,2,2,2,0,1,4,Lahore Qalandars
1475245,2025,18/04/2025,League,"National Stadium, Karachi",Karachi Kings, Quetta Gladiators,Karachi Kings,bat,Karachi Kings,runs,56,176,119,20,9,5.95,175,20,7,8.75,1,2,1,0,1,6,1,2,0,1,0,7,Lahore Qalandars
1475246,2025,19/04/2025,League,Rawalpindi Cricket Stadium,Peshawar Zalmi, Multan Sultans,Peshawar Zalmi,bat,Peshawar Zalmi,runs,120,228,107,15.5,10,6.76,227,20,7,11.35,2,2,1,1,1,4,2,1,2,1,1,4,Lahore Qalandars
1475247,2025,20/04/2025,League,"National Stadium, Karachi",Karachi Kings, Islamabad United,Islamabad United,field,Islamabad United,wickets,6,129,128,20,7,6.4,129,17.1,4,7.51,1,2,0,1,0,7,2,2,0,1,0,5,Lahore Qalandars
1475248,2025,21/04/2025,League,"National Stadium, Karachi",Peshawar Zalmi, Karachi Kings,Karachi Kings,field,Karachi Kings,wickets,2,148,147,20,8,7.35,148,19.3,8,7.59,2,1,2,1,1,4,1,2,0,1,0,7,Lahore Qalandars
1475249,2025,22/04/2025,League,Multan Cricket Stadium,Multan Sultans, Lahore Qalandars,Multan Sultans,bat,Multan Sultans,runs,33,229,195,20,9,9.75,228,20,5,11.4,2,2,2,2,0,3,2,2,1,0,1,5,Lahore Qalandars
1475250,2025,23/04/2025,League,Multan Cricket Stadium,Multan Sultans, Islamabad United,Multan Sultans,bat,Islamabad United,wickets,7,169,171,17.1,3,9.96,168,20,5,8.4,1,1,0,2,1,5,2,2,1,0,1,4,Lahore Qalandars
1475251,2025,24/04/2025,League,"Gaddafi Stadium, Lahore",Lahore Qalandars, Peshawar Zalmi,Peshawar Zalmi,field,Peshawar Zalmi,wickets,7,130,129,19.2,10,6.67,133,16.4,3,7.98,2,2,1,3,1,2,2,1,1,1,1,4,Lahore Qalandars
1475252,2025,25/04/2025,League,"Gaddafi Stadium, Lahore",Quetta Gladiators, Karachi Kings,Karachi Kings,field,Quetta Gladiators,runs,5,143,142,19.3,10,7.28,137,20,8,6.85,1,2,1,0,1,6,1,2,1,1,1,5,Lahore Qalandars
1475253,2025,26/04/2025,League,"Gaddafi Stadium, Lahore",Multan Sultans, Lahore Qalandars,Lahore Qalandars,field,Lahore Qalandars,wickets,5,186,185,20,3,9.25,186,19,5,9.79,1,1,2,1,1,4,2,2,1,2,0,4,Lahore Qalandars
1475254,2025,27/04/2025,League,"Gaddafi Stadium, Lahore",Quetta Gladiators, Peshawar Zalmi,Peshawar Zalmi,field,Quetta Gladiators,runs,64,179,178,20,7,8.9,114,15.2,10,7.43,1,2,1,0,1,6,2,1,2,0,1,5,Lahore Qalandars
1475255,2025,29/04/2025,League,"Gaddafi Stadium, Lahore",Multan Sultans, Quetta Gladiators,Quetta Gladiators,field,Quetta Gladiators,wickets,10,90,89,17,10,5.24,90,6.5,0,13.17,2,2,2,0,1,4,1,2,1,0,0,3,Lahore Qalandars
1475256,2025,30/04/2025,League,"Gaddafi Stadium, Lahore",Lahore Qalandars, Islamabad United,Islamabad United,field,Lahore Qalandars,runs,88,210,209,20,6,10.45,121,16.5,10,7.19,2,2,1,2,0,4,2,2,1,0,1,5,Lahore Qalandars
1475257,2025,01/05/2025,League,"Gaddafi Stadium, Lahore",Karachi Kings, Multan Sultans,Karachi Kings,bat,Karachi Kings,runs,87,205,117,16.1,10,7.24,204,20,4,10.2,2,2,1,0,1,5,1,1,0,1,1,7,Lahore Qalandars
1475258,2025,01/05/2025,League,"Gaddafi Stadium, Lahore",Lahore Qalandars, Quetta Gladiators,Quetta Gladiators,field,No Result,N/A,0,0,111,11.3,3,9.65,0,0,0,0,1,0,1,0,0,2,1,1,1,0,1,2,Lahore Qalandars
1475259,2025,02/05/2025,League,"Gaddafi Stadium, Lahore",Islamabad United, Peshawar Zalmi,Islamabad United,bat,Peshawar Zalmi,wickets,6,144,147,16.4,4,8.82,143,20,9,7.15,2,2,1,0,1,5,2,2,0,0,1,6,Lahore Qalandars
1475260,2025,03/05/2025,League,"Gaddafi Stadium, Lahore",Islamabad United, Quetta Gladiators,Quetta Gladiators,field,Quetta Gladiators,wickets,2,158,157,20,9,7.85,159,19.5,8,8.02,1,0,1,2,0,7,1,1,1,1,1,6,Lahore Qalandars
1475261,2025,04/05/2025,League,"Gaddafi Stadium, Lahore",Lahore Qalandars, Karachi Kings,Karachi Kings,field,Karachi Kings,wickets,4,168,160,15,8,10.67,168,14.3,6,11.59,2,2,1,3,0,3,1,2,0,1,0,7,Lahore Qalandars
1475262,2025,05/05/2025,League,Multan Cricket Stadium,Multan Sultans, Peshawar Zalmi,Multan Sultans,bat,Peshawar Zalmi,wickets,7,109,110,13,3,8.46,108,19.1,10,5.63,2,1,0,0,2,5,1,0,1,2,2,5,Lahore Qalandars
1475263,2025,07/05/2025,League,Rawalpindi Cricket Stadium,Quetta Gladiators, Islamabad United,Islamabad United,field,Quetta Gladiators,runs,109,264,263,20,3,13.15,154,19.3,10,7.9,1,2,1,0,1,5,1,2,1,1,0,6,Lahore Qalandars
1475264,2025,17/05/2025,League,Rawalpindi Cricket Stadium,Karachi Kings, Peshawar Zalmi,Peshawar Zalmi,field,Karachi Kings,runs,23,238,237,20,4,11.85,214,20,5,10.7,1,2,0,1,0,6,2,1,1,1,2,4,Lahore Qalandars
1475265,2025,18/05/2025,League,Rawalpindi Cricket Stadium,Multan Sultans, Quetta Gladiators,Multan Sultans,bat,Quetta Gladiators,wickets,2,186,190,20,8,9.5,185,20,7,9.25,1,1,1,1,1,6,1,0,1,1,2,6,Lahore Qalandars
1475266,2025,18/05/2025,League,Rawalpindi Cricket Stadium,Lahore Qalandars, Peshawar Zalmi,Peshawar Zalmi,field,Lahore Qalandars,runs,26,150,149,13,8,11.46,123,13,8,9.46,2,2,2,1,0,4,2,2,1,0,2,4,Lahore Qalandars
1475267,2025,19/05/2025,League,Rawalpindi Cricket Stadium,Islamabad United, Karachi Kings,Karachi Kings,field,Islamabad United,runs,79,252,251,20,5,12.55,172,18.2,10,9.38,1,1,1,1,0,6,1,2,0,1,0,7,Lahore Qalandars
1475268,2025,21/05/2025,Qualifier 1,"Gaddafi Stadium, Lahore",Quetta Gladiators, Islamabad United,Quetta Gladiators,bat,Quetta Gladiators,runs,30,210,179,19.4,10,9.1,209,20,6,10.45,2,1,0,1,0,7,1,2,1,1,1,5,Lahore Qalandars
1475269,2025,22/05/2025,Eliminator,"Gaddafi Stadium, Lahore",Karachi Kings, Lahore Qalandars,Karachi Kings,bat,Lahore Qalandars,wickets,6,191,191,18.4,4,10.23,190,20,8,9.5,2,1,2,1,0,5,1,2,0,1,1,6,Lahore Qalandars
1475270,2025,23/05/2025,Qualifier 2,"Gaddafi Stadium, Lahore",Lahore Qalandars, Islamabad United,Lahore Qalandars,bat,Lahore Qalandars,runs,95,203,107,15.1,10,7.05,202,20,8,10.1,2,1,1,1,0,6,2,1,1,2,0,5,Lahore Qalandars
1475271,2025,25/05/2025,Final,"Gaddafi Stadium, Lahore",Quetta Gladiators, Lahore Qalandars,Quetta Gladiators,bat,Lahore Qalandars,wickets,6,202,204,19.5,4,10.29,201,20,9,10.05,2,2,1,1,0,4,1,2,1,1,1,5,Lahore Qalandars
1527552,2026,26/03/2026,League,"Gaddafi Stadium, Lahore",Lahore Qalandars, Hyderabad Kingsmen,Lahore Qalandars,bat,Lahore Qalandars,runs,69,200,130,20,10,6.5,199,20,6,9.95,1,1,3,2,0,4,4,1,2,2,0,2,Islamabad United
1527553,2026,27/03/2026,League,"Gaddafi Stadium, Lahore",Karachi Kings, Quetta Gladiators,Quetta Gladiators,field,Karachi Kings,runs,14,182,181,20,7,9.05,167,20,7,8.35,0,0,3,1,1,6,1,1,3,1,1,4,Islamabad United
1527554,2026,28/03/2026,League,"Gaddafi Stadium, Lahore",Rawalpindiz, Peshawar Zalmi,Rawalpindiz,bat,Peshawar Zalmi,wickets,5,215,218,19.1,5,11.37,214,20,4,10.7,1,1,2,0,1,5,3,0,1,4,1,2,Islamabad United
1527555,2026,28/03/2026,League,"Gaddafi Stadium, Lahore",Islamabad United, Multan Sultans,Multan Sultans,field,Multan Sultans,wickets,5,172,171,20,8,8.55,175,18.4,5,9.38,2,1,1,2,0,5,2,0,1,2,0,6,Islamabad United
1527557,2026,29/03/2026,League,"Gaddafi Stadium, Lahore",Lahore Qalandars, Karachi Kings,Lahore Qalandars,bat,Karachi Kings,wickets,4,129,131,19.3,6,6.72,128,20,9,6.4,0,1,3,0,1,6,4,2,2,1,0,2,Islamabad United
1527559,2026,01/04/2026,League,"Gaddafi Stadium, Lahore",Hyderabad Kingsmen, Multan Sultans,Hyderabad Kingsmen,bat,Multan Sultans,wickets,6,226,227,18.4,4,12.16,225,20,5,11.25,2,0,1,2,0,6,1,1,2,2,0,5,Islamabad United
1527560,2026,02/04/2026,League,"Gaddafi Stadium, Lahore",Quetta Gladiators, Islamabad United,Quetta Gladiators,bat,Islamabad United,wickets,8,184,189,18.2,2,10.31,183,20,5,9.15,2,1,1,1,0,4,1,1,3,1,1,4,Islamabad United
1527561,2026,02/04/2026,League,"Gaddafi Stadium, Lahore",Rawalpindiz, Karachi Kings,Karachi Kings,field,Karachi Kings,wickets,5,198,197,20,6,9.85,199,19.2,5,10.29,3,0,1,3,1,3,0,1,3,0,0,6,Islamabad United
